UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
193,45145,Greece,11-03-2020,coronavirus effect bond price pandemias tend increase safe demand german bondsthe opposite effect greek bond price corona coronovirusupdate coronavirusupdate coronavirus economy economics crash market covid covid bond greece greek,Positive
194,45146,New York City,11-03-2020,its fucked come solid plan store combat coronavirus better higher ups rich owner im curious know retail store keep employee safe ive seen one coffee shop take cash anymore another,Extremely Positive
195,45147,USA,11-03-2020,today grocery store checker touched stuff noticed habit licking finger count cash im immunocompromised please dont ugh covid covid coronavirus,Negative
196,45148,deep south,11-03-2020,people highrisk cdc finally say prepared shelterinplace mean stock med ask doc mo supply food water supply last keep distance if community stay home coronavirus,Positive
197,45149,"Roma, Lazio",11-03-2020,still stock dry canned food bottled water water purifier coronavirus,Neutral
198,45150,London,11-03-2020,popped local supermarket work basket noticeably clean theres hand wash bog roll needed one wash covid,Positive
199,45151,USA,11-03-2020,im trying paranoid coronavirus admit binging prepper video youtube its probably wise idea u stock supply food medicine water booze,Extremely Positive
200,45152,,11-03-2020,hi aewrestling im luca im italy im big fan product district live covered coronavirus italy government forbidden u leave house except going grocery store pharmacy,Negative
201,45153,,11-03-2020,environment small apartment stock anything barely afford rent food regular basis constantly wash hand water poison asking friend covid coronavirus,Negative
202,45154,United Kingdom,11-03-2020,preprint nejm covid virus remains viable air hour post aerosolization stable plastic stainless steel viable virus could detected hr washing hand even make difference given covid,Positive
203,45155,All over the NBA map,11-03-2020,warrior league source say directed play host net thursday night chase center game closed fan,Positive
204,45156,"Ithaca, NY",11-03-2020,small reminder stock bar soap local food pantry place worship guest feeding ministry asked portable liquid hand soap amp need stay safe covid,Extremely Positive
205,45157,"New York, NY",11-03-2020,getting back impact coronavirus consumer question article asks creditcard travel insurance cover covid way know sure check card policy,Positive
206,45158,North Belfast,11-03-2020,shelf bare struggling meet demand panickbuying finding difficult stock main item worrying time u even struggling financially donate would really grateful,Negative
207,45159,,11-03-2020,neither mutton chicken kathal price skyrocket due coronavirus scare coronavirusinindia coronavirus kathal mutton jackfruit,Negative
208,45160,,11-03-2020,arlington public school student wont get free reduced lunch school close due coronavirus donate share link fundraiser organized aps teacher give grocery store gift card food insecure family,Extremely Positive
209,45161,"Princeton, NJ",11-03-2020,webinar live min netelixirs founder ceo discus shift consumer online shopping searching behavior change seen ecommerce sale coronavirusoutbreak follow along update netelixir coronavirus,Neutral
210,45162,"Princeton, NJ",11-03-2020,key metric considered online shopping behavior latency number day first website landing first purchase number website landing prior first purchase netelixir coronavirus covid webinar onlineshopping,Positive
211,45163,"Melbourne, Australia",11-03-2020,woolworth stated customer bought monstrous amount toilet paper pasta canned food unable return excess purchase panic buyer regret serf right auspol coronavirus coronavirusau,Extremely Negative
212,45164,"Middleton, WI",11-03-2020,focus demand side economic impact covid traveltourism food service would far largest sector affected,Negative
213,45165,,11-03-2020,im gon na apologize bank online shopping ill im quarantined sorrynotsorry corona coronavirus covid,Positive
214,45166,,11-03-2020,btc proven safe heaven multinationals coronavirus spread people dumping crypto get stock like food grocery small pandemic crypto bitcoin corona,Positive
215,45167,"Madison, VA",11-03-2020,coronavirus hurting store traffic ecommerce wont help much retail coronavirus,Positive
216,45168,#citizenofnowhere,11-03-2020,sebdance forget corona expect already recession anyway thanks brexit,Negative
217,45169,,11-03-2020,went grocery store buy bleach cleaner toilet paper buy bacon steak saw three people mask maybe three state ohio scary coronavirus shut grocery store,Extremely Negative
218,45170,Grimsby,11-03-2020,completely changed outlook covid time stock canned food,Neutral
219,45171,"Peterborough, England",11-03-2020,foodbank said seeing client without work coronavirus,Neutral
220,45172,Philippines,11-03-2020,local authority floated idea localized lockdown control covid spread agriculture secretary william dar said order food sufficiency action plan meant contingency measure situation worsens,Negative
221,45173,Global,11-03-2020,stock pantry coronavirus,Neutral
222,45174,,11-03-2020,youre panickbuying necessity covid please remember food shelf group home shelter etc lot place depend donation andor dont time flexibility able stock situation donate ifwhathow,Positive
223,45175,,11-03-2020,northmantrader federalreserve couldnt even see housing bubble pop imploding stable price amp maximum employmentmy endthefed covid covid boomerplague coronavirususa,Negative
224,45176,"England, United Kingdom",11-03-2020,retailer handle difficult trading due coronavirus conversion probably biggest challenge store retailer coronavirus retailer retail conversionrate,Negative
225,45177,Made in Canada,11-03-2020,stock make sure bottle quash natural hand sanitizer spray desk home purse travel flight spray tv screen food tray etc lab proven kill toughest germ virus available nutritionhouse amp health food store covid coronavirusoutbreak,Positive
226,45178,"Michigan, USA",11-03-2020,were washinghands frequent wiping keyboard  needing create psa hand hand keyboard corona coronavirus covid photooftheday stockphotography stockphoto photosforsale sanfrancisco,Positive
227,45179,Happy Valley Pa.,11-03-2020,mikeandersonsr cdc keep piling none pandemic creating scarcity telling people stay home stock food nursing home arnt prepared covid pandemic potus need get cdc control,Neutral
228,45180,,11-03-2020,reporting covid stop many time told wash hand sec use hand sanitizer alcohol cough tissue stock food rx drug cancelling event weve mass shooting amp told live life virus paralyzing u puzzling,Positive
229,45181,United States,11-03-2020,senatorloeffler realdonaldtrump vp stevenmnuchin fuck consumer strong economy job pandemic absolutely nothingbtw go trump university pandumbic trumpdemic coronavirus wherearethetests,Negative
230,45182,"Windsor Heights, IA",11-03-2020,lookout price gouging scam related covid virus learn spot file related consumer complaint link,Extremely Negative
231,45183,India,11-03-2020,we disappointed seller attempting artificially raise price basic need product global health crisis amazonin flipkart grofers netmeds pharmeasyapp corona coronavirusupdate covid handsanitizer,Extremely Negative
232,45184,"Minneapolis,  MN",11-03-2020,target amp walmart clean repeat target begun cleaning sanitizing checkout lane touchscreen least every minute retailtrends retail touchscreen clean sanitizing coronavirus viruscontainment,Positive
233,45185,"Norfolk, VA",11-03-2020,cdc atrisk american amp immunocompromised impaired immune system take action stock food amp med covid,Neutral
234,45186,"Rockville, MD",11-03-2020,target begin rationing item flying shelf coronavirus outbreak institute new store cleaning policy rockville rkv moco dc coronavirus covid covid retail maryland montgomerycounty,Neutral
235,45187,Ballarat Victoria,11-03-2020,local iga supermarket limit dog food gon na another toilet roll hoarding saga coronavirusaustralia covid covid dog aupol msm ridiculous,Negative
236,45188,Woodinville Wa,11-03-2020,swung grocery store tonight toilet paper hand sanitizer found mariner trophy case covid,Positive
237,45189,"~ JHB, South Africa",11-03-2020,according dude eat rama margarine leaver spread koo bean coronavirus check system amp doesnt like food eat virus checks out amp may host someone eats like ciabatta stock koo bean coronavirusinsa,Extremely Positive
