Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
,High Value,203.79,471.51,95.8,84.1,Yes
Control,Medium Value,208.06,242.74,74.5,85.7,No
Treatment,,203.79,280.53,70.3,100.0,Yes
Control,Medium Value,203.79,235.72,70.3,66.6,No
Control,High Value,135.09,154.06,91.5,88.1,Yes
Treatment,Low Value,169.31,252.09,54.1,63.0,Yes
Treatment,,164.63,248.23,41.2,37.0,Yes
Treatment,High Value,212.94,338.13,74.8,100.0,No
Control,Medium Value,153.49,280.53,70.3,72.6,Yes
Treatment,Low Value,180.79,283.1,69.1,76.0,Yes
Control,,203.79,239.91,70.3,73.9,No
Control,,294.79,280.53,70.3,57.4,No
Control,High Value,160.48,187.91,81.7,73.9,No
Treatment,Low Value,203.79,309.46,58.6,59.4,Yes
Treatment,High Value,248.54,370.87,90.3,97.2,Yes
Control,Low Value,203.79,280.53,48.6,61.9,No
Control,Medium Value,196.54,235.0,84.8,94.7,No
Treatment,,196.11,296.67,46.0,45.3,No
Control,,208.41,280.53,50.4,66.3,Yes
Treatment,,121.72,183.41,70.3,63.6,No
Control,Low Value,176.43,208.97,61.8,74.1,Yes
Treatment,Low Value,193.81,280.53,53.9,63.5,No
Control,High Value,221.91,262.49,81.6,73.9,Yes
Treatment,Medium Value,209.48,318.47,76.0,91.2,No
Control,Low Value,211.13,240.13,70.3,76.0,Yes
Treatment,Medium Value,305.73,471.5,70.3,53.8,Yes
Treatment,Medium Value,181.95,295.69,76.7,75.5,Yes
Control,,203.79,251.23,66.4,76.0,No
Control,High Value,302.95,354.24,70.3,100.0,Yes
Treatment,Medium Value,203.79,170.67,70.3,73.9,No
Control,Low Value,206.25,234.37,55.0,64.0,Yes
Treatment,Medium Value,203.85,316.9,70.3,73.9,Yes
Control,,316.72,417.69,85.9,84.9,Yes
,High Value,257.45,402.29,100.0,73.9,No
Treatment,,203.79,382.91,68.5,86.5,Yes
Treatment,Low Value,102.78,164.3,58.6,66.5,Yes
Treatment,Low Value,168.1,264.15,53.2,56.9,No
Treatment,,201.27,314.14,70.3,97.7,No
,,269.86,417.75,63.2,64.0,Yes
Control,High Value,282.57,343.53,90.0,99.7,Yes
Control,Low Value,118.62,144.03,70.3,69.5,Yes
Control,High Value,255.17,294.12,100.0,97.0,Yes
Treatment,Medium Value,140.97,280.53,58.2,73.9,Yes
Treatment,High Value,139.32,209.39,75.9,80.1,No
,High Value,244.96,387.3,89.4,65.9,Yes
,,203.79,342.67,50.0,47.9,No
Control,Low Value,201.44,249.39,51.3,47.7,Yes
Control,Low Value,272.2,313.77,51.3,56.0,No
,Low Value,205.89,321.0,70.3,68.8,Yes
,,204.39,280.53,65.0,74.6,No
Control,Low Value,135.99,173.1,43.5,49.7,No
Treatment,Medium Value,203.79,366.35,66.7,89.1,No
Control,,145.04,174.74,70.3,100.0,No
Treatment,High Value,203.79,477.37,70.3,73.9,No
Control,High Value,280.55,319.96,79.2,56.3,No
,Medium Value,316.72,477.37,70.3,54.2,
Treatment,High Value,244.72,361.09,72.4,66.5,Yes
Treatment,Medium Value,262.08,400.38,80.0,79.9,Yes
Treatment,,198.22,309.79,70.9,73.9,No
Control,,206.18,239.34,93.1,98.9,
Treatment,High Value,177.1,273.97,74.5,94.1,Yes
Treatment,Medium Value,149.37,230.24,70.3,65.0,Yes
Treatment,,242.93,380.67,90.0,73.9,Yes
Control,High Value,230.18,266.7,100.0,100.0,No
Treatment,Low Value,138.97,220.98,70.3,73.0,Yes
Control,Low Value,145.21,156.4,49.7,46.8,Yes
Treatment,,216.28,346.78,73.0,73.9,No
Control,Medium Value,151.62,178.26,65.7,75.1,Yes
Control,High Value,251.62,298.58,94.1,88.3,No
Treatment,Medium Value,155.09,241.65,70.1,81.0,Yes
Control,Medium Value,225.77,280.53,70.3,73.9,No
Treatment,,170.2,262.46,100.0,73.9,Yes
Treatment,Medium Value,158.46,254.39,74.4,76.6,Yes
Treatment,,89.99,125.43,82.1,80.5,Yes
Control,High Value,221.43,256.92,86.7,100.0,Yes
Control,High Value,306.35,368.2,73.5,76.2,No
Treatment,Low Value,250.51,385.66,70.3,48.0,Yes
Treatment,High Value,251.66,400.86,88.6,100.0,Yes
Control,Low Value,102.99,134.02,56.1,73.9,Yes
Treatment,Medium Value,248.34,384.65,70.3,85.8,No
Treatment,High Value,249.0,370.27,70.3,73.9,No
,High Value,203.79,327.57,100.0,100.0,No
Control,,300.53,344.48,59.7,55.3,Yes
Control,Medium Value,203.79,302.74,66.4,74.3,No
,,274.53,322.27,70.3,58.3,No
Treatment,,134.35,205.5,79.7,98.5,Yes
Treatment,,135.62,280.53,79.4,81.9,No
Treatment,,176.4,281.99,98.8,100.0,
Control,,179.9,214.23,55.3,49.7,No
,Medium Value,290.02,447.45,70.8,70.5,No
Treatment,High Value,199.23,299.61,65.2,66.4,Yes
Treatment,Medium Value,203.79,275.3,68.5,71.4,
Treatment,Medium Value,243.98,368.98,70.3,72.7,No
Control,,279.13,324.08,96.7,73.9,No
Control,High Value,109.64,125.15,72.4,91.0,No
Treatment,Low Value,239.93,386.68,53.0,58.4,Yes
Control,Medium Value,180.64,213.96,58.2,73.9,Yes
Control,High Value,227.71,270.49,90.3,80.7,Yes
Treatment,High Value,305.81,476.71,87.6,100.0,Yes
,Low Value,182.32,283.5,42.2,73.9,Yes
Control,Low Value,203.79,152.16,70.3,51.3,No
,High Value,203.79,235.59,84.9,100.0,No
Control,Low Value,203.79,230.56,54.1,73.9,No
Treatment,High Value,211.03,280.53,84.9,88.9,Yes
Control,Medium Value,209.17,240.1,61.2,67.2,Yes
Treatment,,171.41,263.24,70.3,73.9,Yes
Control,Medium Value,273.51,327.18,82.5,99.2,No
Control,Medium Value,217.86,255.91,79.3,92.2,Yes
Control,Medium Value,114.61,142.9,70.3,45.8,Yes
,High Value,285.61,444.77,100.0,100.0,No
Control,Medium Value,305.75,359.98,75.6,100.0,Yes
Control,Medium Value,216.86,255.45,84.5,98.6,No
Treatment,,217.84,280.53,85.4,85.9,Yes
,High Value,180.44,280.53,94.5,100.0,Yes
Control,Medium Value,203.26,236.73,70.3,66.4,No
Control,Medium Value,236.81,276.72,65.8,73.9,No
Treatment,,235.33,365.01,48.2,73.9,No
Treatment,,249.9,388.53,88.5,99.4,Yes
Treatment,Medium Value,203.79,471.37,70.3,78.0,No
,Low Value,203.79,307.45,41.3,41.5,Yes
Treatment,High Value,203.79,274.33,70.3,73.9,No
Control,High Value,164.18,197.96,90.8,76.0,Yes
Treatment,High Value,316.72,477.37,70.3,42.5,No
Control,High Value,286.46,280.53,70.3,100.0,No
Control,,127.36,163.16,87.7,100.0,Yes
,High Value,220.78,265.7,100.0,73.9,No
Treatment,Medium Value,201.66,325.64,66.7,72.0,No
Control,Medium Value,177.38,204.36,74.1,78.0,Yes
Control,Medium Value,150.19,166.09,70.3,73.9,Yes
Treatment,Medium Value,178.45,279.63,73.3,70.8,
Control,Low Value,146.27,179.72,61.7,70.7,
Control,,136.71,153.61,70.3,91.6,No
Treatment,,203.79,463.76,99.9,100.0,No
Control,Medium Value,226.02,266.23,64.8,72.6,Yes
Control,Medium Value,203.79,280.53,68.4,72.2,Yes
Control,High Value,118.76,141.74,64.1,74.8,Yes
Treatment,Medium Value,197.66,309.03,70.3,73.9,No
Treatment,Medium Value,236.97,371.18,59.6,73.9,No
Treatment,Medium Value,203.85,316.9,95.9,100.0,
Control,,136.3,159.08,56.7,61.3,No
Control,,205.37,246.22,67.9,75.5,Yes
Treatment,High Value,203.79,381.61,98.0,100.0,No
Control,,118.99,135.53,71.8,79.7,No
Control,Medium Value,279.96,335.56,68.0,74.3,No
Treatment,,203.79,223.09,66.4,67.7,Yes
Treatment,Medium Value,203.79,304.44,78.9,91.9,Yes
Control,High Value,283.4,333.91,75.6,67.9,Yes
Control,High Value,203.79,302.95,79.4,95.6,No
,Low Value,203.79,293.1,56.4,73.9,No
Treatment,Low Value,251.26,377.83,58.9,56.4,Yes
Treatment,Low Value,123.43,198.73,55.3,55.5,Yes
Treatment,High Value,280.62,418.46,80.0,87.9,Yes
Treatment,Low Value,244.02,393.25,55.9,57.6,No
Control,Medium Value,189.22,224.93,65.0,68.8,No
Treatment,Medium Value,191.56,280.53,60.9,68.7,No
Treatment,High Value,203.79,207.88,70.3,80.1,No
Treatment,Low Value,230.08,280.53,70.3,62.5,Yes
Treatment,Medium Value,203.79,138.86,72.4,72.3,No
Treatment,High Value,203.79,445.68,95.5,85.2,Yes
Control,Low Value,121.92,143.81,70.3,61.3,
Control,,278.91,337.82,45.8,38.9,Yes
Treatment,Low Value,203.79,328.26,58.2,70.5,Yes
Control,High Value,282.02,327.98,100.0,100.0,No
Treatment,Low Value,157.45,235.7,50.8,63.0,No
,High Value,158.6,246.17,100.0,100.0,No
Control,Low Value,109.82,132.31,70.3,43.6,No
Control,Medium Value,203.79,321.36,73.1,63.0,Yes
Treatment,High Value,272.2,426.05,94.2,100.0,No
Treatment,High Value,203.79,218.59,100.0,52.9,No
Treatment,High Value,203.79,396.95,100.0,100.0,No
Control,Low Value,203.79,374.9,70.3,32.3,No
Treatment,Low Value,203.79,292.65,45.2,73.9,No
Treatment,Medium Value,203.79,363.7,66.6,64.8,
Treatment,High Value,184.58,311.51,88.5,100.0,Yes
Control,High Value,216.36,257.92,100.0,99.6,Yes
Treatment,Low Value,316.72,477.37,54.5,47.9,
,Low Value,196.9,318.32,52.1,61.3,No
Control,Medium Value,203.79,131.83,68.8,73.9,Yes
Treatment,Medium Value,189.23,277.56,60.4,45.0,No
Treatment,Low Value,203.79,113.45,27.0,76.0,
Control,High Value,238.42,289.51,70.3,97.8,Yes
,,160.82,251.58,74.7,73.9,No
Control,Low Value,174.58,202.15,41.3,51.3,Yes
Control,,160.52,179.59,49.5,64.4,No
Treatment,High Value,237.42,363.5,100.0,100.0,No
Treatment,Low Value,203.79,272.09,70.3,48.8,Yes
Treatment,Low Value,197.87,304.97,60.7,73.9,Yes
Treatment,Medium Value,316.72,477.37,66.8,73.9,Yes
Control,Low Value,140.16,159.89,70.3,76.0,Yes
Treatment,Low Value,203.79,343.15,59.8,62.4,Yes
Control,Medium Value,203.85,243.77,70.6,58.5,No
Treatment,High Value,223.08,342.77,70.3,93.3,Yes
Treatment,High Value,246.1,378.86,74.0,74.9,No
Treatment,Medium Value,180.57,287.39,59.2,54.4,
Control,Medium Value,123.7,141.15,76.9,71.8,No
Treatment,High Value,232.49,363.23,100.0,73.9,Yes
Treatment,High Value,316.05,477.37,70.3,73.9,Yes
Treatment,,225.43,362.47,100.0,100.0,Yes
Treatment,High Value,266.22,419.3,97.6,99.4,No
Control,High Value,286.44,280.53,77.5,84.8,Yes
Treatment,,316.72,477.37,61.8,73.9,Yes
,Low Value,147.32,171.8,48.2,48.5,Yes
,High Value,182.61,225.92,82.7,91.9,No
Control,,216.81,259.82,86.0,86.2,No
Control,,219.16,261.95,42.9,43.1,Yes
Control,Low Value,88.52,99.57,70.3,41.3,Yes
Control,,218.41,263.89,58.1,59.0,Yes
Treatment,Low Value,194.6,297.55,60.2,66.0,No
Control,Low Value,168.28,196.73,49.1,60.9,Yes
Control,Low Value,206.21,246.81,65.6,55.1,No
Control,Medium Value,259.25,304.75,71.7,87.5,No
Treatment,,230.1,350.52,75.0,73.9,No
Treatment,Low Value,196.76,297.23,49.3,63.4,No
Control,Medium Value,231.43,280.53,73.7,76.6,No
Treatment,Low Value,205.63,328.07,54.2,57.9,No
,High Value,307.18,378.71,79.9,73.6,Yes
Control,High Value,203.79,320.52,100.0,73.9,No
Treatment,,225.13,331.59,59.3,60.3,No
Control,Medium Value,248.31,297.37,66.2,76.6,No
Treatment,High Value,203.79,477.37,94.8,100.0,Yes
,Medium Value,180.47,297.25,74.9,88.6,No
Control,High Value,316.72,388.3,87.1,89.6,No
Control,Low Value,305.13,359.25,48.3,63.1,No
Treatment,Medium Value,183.2,276.64,69.5,51.2,No
Control,Medium Value,203.02,230.32,68.1,86.4,Yes
Control,Medium Value,187.76,222.3,58.8,48.1,No
Control,High Value,267.04,306.99,97.8,73.9,No
Treatment,High Value,203.79,172.29,91.7,100.0,No
Treatment,High Value,201.76,302.86,89.5,82.0,
Control,Low Value,203.79,200.0,41.6,56.1,Yes
,High Value,209.12,323.13,93.0,73.9,No
Treatment,,179.75,280.14,42.3,37.0,Yes
Treatment,Medium Value,183.86,283.46,70.0,73.9,Yes
Treatment,,265.04,409.17,80.2,81.8,No
Treatment,Low Value,218.2,280.53,66.6,73.9,No
Control,High Value,316.72,399.82,90.6,98.8,No
Control,,223.04,259.79,68.6,73.9,Yes
Control,Medium Value,161.73,193.46,78.3,81.3,Yes
,Medium Value,201.76,311.54,75.9,71.3,Yes
Treatment,Low Value,179.95,280.58,63.1,60.1,Yes
,,203.79,310.85,100.0,100.0,No
Treatment,,203.79,447.22,100.0,73.9,No
Control,Low Value,205.38,243.32,70.3,49.0,Yes
Control,,203.79,230.26,50.0,42.6,No
Control,High Value,234.9,272.3,73.5,93.4,No
Treatment,Medium Value,203.79,415.64,72.3,86.5,No
Treatment,Low Value,163.51,253.07,62.6,69.8,Yes
Control,High Value,164.38,181.0,77.0,73.9,No
,High Value,273.93,303.55,78.0,73.8,
Control,Medium Value,229.25,280.53,92.4,81.9,Yes
Control,Medium Value,282.62,332.61,70.6,77.7,No
Treatment,Medium Value,96.76,147.68,70.3,63.6,No
,,211.41,328.27,53.1,64.1,Yes
,Medium Value,210.86,250.29,76.0,73.9,No
,Low Value,120.77,138.21,50.7,73.9,
Treatment,High Value,203.79,361.3,92.4,97.5,Yes
Treatment,,245.13,370.9,52.1,57.5,No
Control,,288.72,350.77,56.9,58.3,No
Control,Low Value,237.08,285.3,70.3,67.6,Yes
Control,Low Value,203.79,199.75,52.4,47.5,Yes
Treatment,Low Value,250.57,390.9,62.8,70.9,Yes
,Medium Value,262.07,402.48,73.4,73.9,Yes
Treatment,Medium Value,192.04,306.98,61.6,73.9,Yes
Control,High Value,208.75,243.24,70.3,73.9,Yes
Control,Low Value,188.3,227.98,70.2,73.9,Yes
Treatment,,203.79,265.17,87.3,90.0,Yes
Treatment,Medium Value,197.64,307.49,72.0,82.4,No
Control,Medium Value,229.61,274.65,84.2,88.8,Yes
,Medium Value,267.62,419.03,69.4,73.9,Yes
Treatment,Low Value,176.09,275.07,70.3,71.1,No
Control,Low Value,255.92,302.98,48.5,53.8,Yes
Treatment,Medium Value,203.79,354.99,90.5,81.4,Yes
Control,High Value,267.31,308.72,95.4,73.9,Yes
Control,High Value,190.21,211.32,70.3,87.5,Yes
Control,Medium Value,203.79,360.22,83.1,82.8,No
Control,High Value,203.79,327.66,70.3,95.7,Yes
Control,Medium Value,197.17,229.33,70.3,73.5,Yes
Control,High Value,207.21,242.97,100.0,100.0,Yes
Control,Medium Value,202.84,237.04,79.1,68.5,Yes
,High Value,176.24,273.2,87.5,71.6,No
Control,Low Value,237.25,283.19,44.0,58.6,Yes
Control,Medium Value,203.79,193.44,70.3,80.6,No
,,226.07,341.36,65.7,82.8,Yes
Treatment,High Value,208.7,327.13,91.1,93.4,
Treatment,Medium Value,248.42,392.69,65.8,76.4,Yes
Control,Medium Value,251.74,304.26,70.3,79.1,Yes
Treatment,,187.86,280.33,67.1,79.0,No
Control,Low Value,186.9,209.23,66.7,76.0,Yes
Control,Low Value,126.66,148.18,57.0,67.5,Yes
Control,High Value,316.72,397.86,82.5,81.4,No
Control,,247.02,282.93,52.2,60.7,Yes
Treatment,High Value,203.79,241.37,96.3,90.8,Yes
Treatment,,158.11,280.53,43.6,51.0,Yes
Control,High Value,219.73,267.25,96.0,73.9,No
Control,Low Value,203.85,243.77,70.3,33.3,No
Control,Low Value,165.65,189.68,66.6,73.9,Yes
Treatment,,172.81,278.69,87.4,97.1,No
Control,Medium Value,239.01,282.88,83.7,91.0,No
Control,Medium Value,203.79,341.44,59.0,64.6,No
Treatment,,201.36,321.23,70.3,65.8,No
Treatment,High Value,231.94,348.72,74.1,87.1,Yes
Control,Medium Value,192.36,280.53,68.6,62.6,Yes
Treatment,High Value,172.66,263.73,100.0,73.9,No
Treatment,Medium Value,187.67,292.49,76.8,73.3,No
Control,High Value,306.59,365.44,70.3,90.6,Yes
Treatment,Low Value,97.12,146.31,70.3,55.7,No
Control,High Value,237.03,286.7,75.6,73.9,Yes
Treatment,Medium Value,214.08,331.91,70.3,77.5,Yes
Control,Low Value,191.99,228.19,47.8,50.1,Yes
Control,High Value,270.5,314.54,80.4,100.0,Yes
Control,Medium Value,212.18,250.88,83.6,89.4,Yes
Treatment,Low Value,168.86,251.67,59.7,73.9,Yes
Control,High Value,199.26,238.74,70.3,59.5,Yes
Treatment,Medium Value,203.79,436.22,70.3,73.9,Yes
Control,High Value,301.35,280.53,70.3,100.0,No
,High Value,316.72,471.36,70.3,81.1,
Treatment,Low Value,184.55,290.34,70.3,54.2,No
,Low Value,203.79,204.7,64.1,73.9,No
,Medium Value,236.64,287.17,91.8,100.0,No
Treatment,Low Value,215.15,333.43,54.7,47.0,No
Control,Medium Value,240.49,283.91,72.6,96.6,No
Control,High Value,284.39,328.59,70.3,57.3,Yes
Control,,203.79,331.45,100.0,100.0,Yes
,Medium Value,270.5,325.24,64.4,73.9,Yes
Treatment,,303.77,465.81,86.2,95.7,No
Treatment,Low Value,259.06,403.0,59.5,59.8,Yes
Control,High Value,107.9,127.25,92.1,100.0,No
Treatment,Low Value,200.99,309.53,58.9,62.7,Yes
Control,,165.1,200.93,70.3,78.3,No
Treatment,Medium Value,264.38,396.35,70.8,65.5,No
Control,High Value,203.79,130.76,100.0,100.0,No
Control,High Value,316.72,393.53,70.3,80.6,Yes
,,160.43,183.78,66.5,66.4,
Control,,141.2,156.04,52.4,57.1,Yes
Control,High Value,250.92,280.53,100.0,73.9,Yes
Control,High Value,217.95,264.88,70.3,73.9,No
Treatment,Medium Value,300.69,458.29,51.7,49.1,No
Control,,285.78,331.46,73.6,75.4,Yes
Treatment,Medium Value,189.96,277.57,49.6,73.9,No
Control,High Value,203.79,346.11,96.4,73.9,Yes
Treatment,High Value,214.46,329.48,91.7,72.1,Yes
Treatment,High Value,215.36,343.24,73.0,100.0,Yes
Treatment,Medium Value,247.2,359.71,73.4,87.0,Yes
Control,High Value,313.96,374.11,70.3,67.6,No
Control,Low Value,174.55,212.99,53.3,51.3,No
Treatment,High Value,203.79,327.36,70.3,73.9,Yes
Control,,256.23,309.25,75.4,73.9,No
Treatment,High Value,197.91,295.31,79.8,66.5,No
Control,High Value,316.72,375.84,74.7,57.2,No
Treatment,High Value,182.03,280.41,84.4,66.4,Yes
Treatment,Low Value,158.51,239.5,49.7,73.9,Yes
,Low Value,269.45,328.26,70.3,64.9,Yes
Treatment,High Value,203.79,382.39,70.3,73.9,Yes
Control,Medium Value,316.72,390.66,92.6,100.0,No
Treatment,High Value,221.28,346.9,70.3,78.7,Yes
Treatment,High Value,316.72,477.37,70.3,73.9,Yes
Control,High Value,269.97,322.23,95.6,73.9,No
Control,Medium Value,203.79,211.58,89.0,99.6,Yes
,Medium Value,188.94,230.86,66.8,81.7,
Treatment,Medium Value,139.26,225.03,70.3,77.9,Yes
,Low Value,130.45,144.34,50.6,54.8,Yes
Treatment,,203.79,292.41,80.8,79.4,Yes
,Low Value,151.76,241.97,70.3,50.8,No
Control,Low Value,203.79,104.99,46.6,46.4,No
Control,Medium Value,259.81,308.18,78.4,73.9,Yes
Treatment,Medium Value,251.82,410.87,57.4,52.6,No
Treatment,Medium Value,233.21,361.83,64.2,80.9,No
Control,Low Value,147.27,165.86,44.7,56.4,No
Control,High Value,316.72,399.12,88.9,73.9,Yes
Control,,208.51,253.93,82.1,88.1,No
Control,Medium Value,178.55,214.91,60.9,77.2,No
,Medium Value,203.79,277.12,74.7,81.9,No
Treatment,Low Value,203.79,310.25,52.5,67.4,
Treatment,Low Value,203.79,115.26,44.5,36.6,Yes
Treatment,High Value,233.83,352.0,70.3,86.3,Yes
Treatment,,221.72,322.8,70.3,76.4,No
Control,,203.79,223.96,62.4,76.0,No
Control,High Value,159.34,188.38,92.3,98.7,Yes
Control,,152.24,177.63,71.1,69.0,Yes
Treatment,Low Value,214.88,321.38,54.2,57.2,No
Treatment,Medium Value,253.25,380.92,65.7,75.3,No
Control,Medium Value,199.01,235.92,71.0,74.1,No
Control,Low Value,211.61,249.62,43.5,53.3,No
,,173.16,267.55,52.9,57.4,
Treatment,,149.08,219.5,67.4,68.9,Yes
Control,,229.53,274.77,67.4,82.5,Yes
Control,Medium Value,203.79,197.87,82.1,100.0,No
Treatment,High Value,316.72,477.37,99.2,100.0,No
,,141.72,171.85,86.6,83.1,Yes
Control,Low Value,207.38,245.17,30.5,44.0,No
,Medium Value,223.91,263.29,72.3,89.1,Yes
Treatment,High Value,203.79,387.4,97.6,92.6,No
,High Value,316.72,477.37,100.0,100.0,No
Treatment,,88.04,107.45,62.7,76.0,Yes
Treatment,Low Value,214.93,339.51,59.4,69.8,Yes
Treatment,,222.72,327.14,91.8,73.9,No
,,266.42,412.05,78.0,71.2,Yes
Treatment,High Value,240.83,362.06,70.3,90.8,Yes
,Low Value,285.88,350.29,76.0,76.0,Yes
Control,High Value,164.76,200.48,83.3,88.9,No
Control,High Value,200.51,280.53,84.6,81.6,Yes
Control,Low Value,316.72,396.18,61.2,71.0,Yes
Control,Medium Value,250.9,301.9,73.6,65.7,No
Control,Medium Value,260.36,310.66,60.0,58.4,
Control,,214.44,250.16,67.7,77.7,Yes
Treatment,Medium Value,174.43,280.53,66.4,83.8,Yes
Treatment,Medium Value,261.96,410.28,73.0,75.4,Yes
Control,Medium Value,119.85,135.69,79.6,79.7,Yes
Control,Medium Value,180.07,203.4,70.8,73.9,No
Treatment,High Value,227.72,280.53,91.3,79.4,No
Control,Medium Value,255.43,280.53,55.6,51.5,No
,Medium Value,203.79,263.09,83.5,96.6,No
Treatment,Low Value,174.57,275.42,70.3,72.1,Yes
Control,High Value,254.52,303.91,100.0,73.9,No
Treatment,Low Value,175.68,268.66,63.3,58.8,Yes
Control,Low Value,245.24,291.51,58.1,70.5,Yes
Treatment,High Value,251.34,386.58,75.7,73.9,Yes
Treatment,Medium Value,203.79,461.32,64.7,73.9,
Treatment,Low Value,175.7,273.24,59.7,56.0,No
Control,High Value,309.23,364.2,100.0,86.9,Yes
Treatment,,223.27,334.96,61.3,72.0,No
Control,High Value,198.19,239.46,94.2,87.9,No
Control,Low Value,316.72,376.01,55.9,61.0,Yes
Control,Medium Value,275.71,335.35,70.3,80.8,No
Control,Medium Value,219.68,259.49,75.1,73.9,
Treatment,High Value,275.47,421.36,95.1,79.1,No
Treatment,Medium Value,161.26,240.06,70.3,67.5,Yes
Control,Low Value,148.02,173.11,69.3,76.0,Yes
Control,Low Value,243.1,290.84,66.6,76.0,No
Treatment,,195.85,296.21,54.3,73.9,No
Control,High Value,221.77,267.66,74.4,73.9,No
Treatment,Medium Value,208.44,312.26,77.0,77.9,No
Control,Medium Value,222.85,269.9,56.3,66.1,No
Control,,208.52,247.76,88.8,93.7,No
Treatment,Low Value,104.2,155.65,53.0,73.9,Yes
Control,Medium Value,288.76,345.73,67.3,78.4,No
Treatment,Low Value,191.71,306.9,58.3,70.2,Yes
Control,Medium Value,309.52,375.36,67.4,82.0,No
Control,Low Value,203.79,140.46,51.9,73.9,Yes
Control,,203.79,280.53,63.7,51.4,Yes
Treatment,High Value,203.85,316.9,97.5,99.9,Yes
Control,High Value,294.99,346.26,95.0,100.0,No
Control,Low Value,203.79,167.78,63.1,59.1,Yes
Control,Low Value,144.03,171.31,42.5,38.6,Yes
Control,Medium Value,231.03,272.29,60.8,55.5,Yes
Treatment,,209.13,328.57,66.8,66.5,
Treatment,High Value,267.11,412.55,100.0,73.9,No
Control,Medium Value,193.96,237.47,57.5,68.9,Yes
,Low Value,212.16,280.53,45.9,40.9,Yes
,,252.69,297.58,65.0,76.0,Yes
Control,Low Value,203.79,174.15,70.3,72.5,Yes
Control,Low Value,203.79,299.88,63.1,63.5,Yes
Treatment,Low Value,203.79,186.17,53.7,48.8,No
Treatment,High Value,260.65,396.52,100.0,100.0,Yes
Treatment,High Value,313.09,477.37,70.6,83.8,No
Treatment,Low Value,159.89,232.69,53.0,70.3,No
Treatment,Medium Value,240.28,363.35,70.7,58.1,Yes
Treatment,,175.84,268.72,51.1,73.9,No
Treatment,,274.05,426.94,77.5,95.7,No
Treatment,Low Value,94.65,136.87,59.5,65.4,Yes
Treatment,High Value,241.2,370.49,74.8,73.9,Yes
Control,High Value,259.08,280.53,72.4,55.7,Yes
Treatment,,254.9,280.53,34.6,51.5,No
Treatment,Low Value,230.86,347.39,48.8,73.9,Yes
Treatment,Medium Value,215.45,325.63,74.6,79.9,No
Treatment,High Value,257.19,417.58,95.7,85.8,Yes
Treatment,,142.64,221.69,69.1,67.1,Yes
Treatment,Low Value,268.56,409.03,49.8,60.5,No
Treatment,High Value,276.83,435.33,83.5,95.7,Yes
Treatment,Medium Value,112.87,157.25,64.9,73.9,No
Treatment,Medium Value,227.16,349.14,70.2,99.9,No
Treatment,,228.82,353.85,60.8,62.8,Yes
Treatment,,155.19,246.31,48.0,59.0,No
Control,Low Value,197.61,226.28,54.1,56.0,Yes
Control,Low Value,163.23,200.06,47.2,73.9,Yes
Treatment,High Value,203.79,260.26,92.3,100.0,Yes
Treatment,Low Value,164.38,262.25,42.1,45.4,No
Control,High Value,203.79,288.77,89.0,100.0,No
Treatment,Medium Value,269.57,430.15,70.3,53.7,No
Control,Medium Value,224.29,254.36,63.7,73.7,Yes
Control,Low Value,237.06,274.65,52.0,56.4,Yes
Control,Medium Value,245.43,292.36,66.2,61.3,Yes
,Low Value,151.14,176.36,51.7,53.1,No
Control,High Value,275.28,317.71,100.0,100.0,No
Treatment,Medium Value,203.79,411.09,91.3,86.2,Yes
Control,Low Value,275.86,318.73,33.2,33.7,Yes
